,state_list,state_string,a_value_0,a_value_1,a_value_2,a_value_3,a_value_4,a_value_5,a_value_6,a_value_7,a_value_8
18605,"[2, 0, 0, 2, 1, 1, 1, 2, 2]",200211122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18606,"[0, 1, 0, 2, 1, 1, 1, 2, 2]",010211122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18607,"[1, 1, 0, 2, 1, 1, 1, 2, 2]",110211122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18608,"[2, 1, 0, 2, 1, 1, 1, 2, 2]",210211122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18609,"[0, 2, 0, 2, 1, 1, 1, 2, 2]",020211122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18610,"[1, 2, 0, 2, 1, 1, 1, 2, 2]",120211122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18611,"[2, 2, 0, 2, 1, 1, 1, 2, 2]",220211122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18612,"[0, 0, 1, 2, 1, 1, 1, 2, 2]",001211122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18613,"[1, 0, 1, 2, 1, 1, 1, 2, 2]",101211122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18614,"[2, 0, 1, 2, 1, 1, 1, 2, 2]",201211122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18615,"[0, 1, 1, 2, 1, 1, 1, 2, 2]",011211122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18616,"[1, 1, 1, 2, 1, 1, 1, 2, 2]",111211122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18617,"[2, 1, 1, 2, 1, 1, 1, 2, 2]",211211122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18618,"[0, 2, 1, 2, 1, 1, 1, 2, 2]",021211122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18619,"[1, 2, 1, 2, 1, 1, 1, 2, 2]",121211122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18620,"[2, 2, 1, 2, 1, 1, 1, 2, 2]",221211122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18621,"[0, 0, 2, 2, 1, 1, 1, 2, 2]",002211122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18622,"[1, 0, 2, 2, 1, 1, 1, 2, 2]",102211122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18623,"[2, 0, 2, 2, 1, 1, 1, 2, 2]",202211122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18624,"[0, 1, 2, 2, 1, 1, 1, 2, 2]",012211122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18625,"[1, 1, 2, 2, 1, 1, 1, 2, 2]",112211122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18626,"[2, 1, 2, 2, 1, 1, 1, 2, 2]",212211122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18627,"[0, 2, 2, 2, 1, 1, 1, 2, 2]",022211122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18628,"[1, 2, 2, 2, 1, 1, 1, 2, 2]",122211122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18629,"[2, 2, 2, 2, 1, 1, 1, 2, 2]",222211122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18630,"[0, 0, 0, 0, 2, 1, 1, 2, 2]",000021122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18631,"[1, 0, 0, 0, 2, 1, 1, 2, 2]",100021122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18632,"[2, 0, 0, 0, 2, 1, 1, 2, 2]",200021122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18633,"[0, 1, 0, 0, 2, 1, 1, 2, 2]",010021122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18634,"[1, 1, 0, 0, 2, 1, 1, 2, 2]",110021122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18635,"[2, 1, 0, 0, 2, 1, 1, 2, 2]",210021122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18636,"[0, 2, 0, 0, 2, 1, 1, 2, 2]",020021122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18637,"[1, 2, 0, 0, 2, 1, 1, 2, 2]",120021122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18638,"[2, 2, 0, 0, 2, 1, 1, 2, 2]",220021122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18639,"[0, 0, 1, 0, 2, 1, 1, 2, 2]",001021122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18640,"[1, 0, 1, 0, 2, 1, 1, 2, 2]",101021122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18641,"[2, 0, 1, 0, 2, 1, 1, 2, 2]",201021122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18642,"[0, 1, 1, 0, 2, 1, 1, 2, 2]",011021122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18643,"[1, 1, 1, 0, 2, 1, 1, 2, 2]",111021122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18644,"[2, 1, 1, 0, 2, 1, 1, 2, 2]",211021122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18645,"[0, 2, 1, 0, 2, 1, 1, 2, 2]",021021122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18646,"[1, 2, 1, 0, 2, 1, 1, 2, 2]",121021122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18647,"[2, 2, 1, 0, 2, 1, 1, 2, 2]",221021122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18648,"[0, 0, 2, 0, 2, 1, 1, 2, 2]",002021122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18649,"[1, 0, 2, 0, 2, 1, 1, 2, 2]",102021122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18650,"[2, 0, 2, 0, 2, 1, 1, 2, 2]",202021122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18651,"[0, 1, 2, 0, 2, 1, 1, 2, 2]",012021122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18652,"[1, 1, 2, 0, 2, 1, 1, 2, 2]",112021122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18653,"[2, 1, 2, 0, 2, 1, 1, 2, 2]",212021122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18654,"[0, 2, 2, 0, 2, 1, 1, 2, 2]",022021122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18655,"[1, 2, 2, 0, 2, 1, 1, 2, 2]",122021122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18656,"[2, 2, 2, 0, 2, 1, 1, 2, 2]",222021122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18657,"[0, 0, 0, 1, 2, 1, 1, 2, 2]",000121122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18658,"[1, 0, 0, 1, 2, 1, 1, 2, 2]",100121122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18659,"[2, 0, 0, 1, 2, 1, 1, 2, 2]",200121122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18660,"[0, 1, 0, 1, 2, 1, 1, 2, 2]",010121122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18661,"[1, 1, 0, 1, 2, 1, 1, 2, 2]",110121122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18662,"[2, 1, 0, 1, 2, 1, 1, 2, 2]",210121122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18663,"[0, 2, 0, 1, 2, 1, 1, 2, 2]",020121122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18664,"[1, 2, 0, 1, 2, 1, 1, 2, 2]",120121122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18665,"[2, 2, 0, 1, 2, 1, 1, 2, 2]",220121122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18666,"[0, 0, 1, 1, 2, 1, 1, 2, 2]",001121122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18667,"[1, 0, 1, 1, 2, 1, 1, 2, 2]",101121122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18668,"[2, 0, 1, 1, 2, 1, 1, 2, 2]",201121122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18669,"[0, 1, 1, 1, 2, 1, 1, 2, 2]",011121122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18670,"[1, 1, 1, 1, 2, 1, 1, 2, 2]",111121122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18671,"[2, 1, 1, 1, 2, 1, 1, 2, 2]",211121122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18672,"[0, 2, 1, 1, 2, 1, 1, 2, 2]",021121122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18673,"[1, 2, 1, 1, 2, 1, 1, 2, 2]",121121122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18674,"[2, 2, 1, 1, 2, 1, 1, 2, 2]",221121122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18675,"[0, 0, 2, 1, 2, 1, 1, 2, 2]",002121122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18676,"[1, 0, 2, 1, 2, 1, 1, 2, 2]",102121122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18677,"[2, 0, 2, 1, 2, 1, 1, 2, 2]",202121122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18678,"[0, 1, 2, 1, 2, 1, 1, 2, 2]",012121122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18679,"[1, 1, 2, 1, 2, 1, 1, 2, 2]",112121122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18680,"[2, 1, 2, 1, 2, 1, 1, 2, 2]",212121122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18681,"[0, 2, 2, 1, 2, 1, 1, 2, 2]",022121122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18682,"[1, 2, 2, 1, 2, 1, 1, 2, 2]",122121122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18683,"[2, 2, 2, 1, 2, 1, 1, 2, 2]",222121122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18684,"[0, 0, 0, 2, 2, 1, 1, 2, 2]",000221122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18685,"[1, 0, 0, 2, 2, 1, 1, 2, 2]",100221122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18686,"[2, 0, 0, 2, 2, 1, 1, 2, 2]",200221122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18687,"[0, 1, 0, 2, 2, 1, 1, 2, 2]",010221122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18688,"[1, 1, 0, 2, 2, 1, 1, 2, 2]",110221122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18689,"[2, 1, 0, 2, 2, 1, 1, 2, 2]",210221122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18690,"[0, 2, 0, 2, 2, 1, 1, 2, 2]",020221122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18691,"[1, 2, 0, 2, 2, 1, 1, 2, 2]",120221122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18692,"[2, 2, 0, 2, 2, 1, 1, 2, 2]",220221122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18693,"[0, 0, 1, 2, 2, 1, 1, 2, 2]",001221122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18694,"[1, 0, 1, 2, 2, 1, 1, 2, 2]",101221122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18695,"[2, 0, 1, 2, 2, 1, 1, 2, 2]",201221122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18696,"[0, 1, 1, 2, 2, 1, 1, 2, 2]",011221122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18697,"[1, 1, 1, 2, 2, 1, 1, 2, 2]",111221122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18698,"[2, 1, 1, 2, 2, 1, 1, 2, 2]",211221122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18699,"[0, 2, 1, 2, 2, 1, 1, 2, 2]",021221122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18700,"[1, 2, 1, 2, 2, 1, 1, 2, 2]",121221122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18701,"[2, 2, 1, 2, 2, 1, 1, 2, 2]",221221122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18702,"[0, 0, 2, 2, 2, 1, 1, 2, 2]",002221122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18703,"[1, 0, 2, 2, 2, 1, 1, 2, 2]",102221122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18704,"[2, 0, 2, 2, 2, 1, 1, 2, 2]",202221122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18705,"[0, 1, 2, 2, 2, 1, 1, 2, 2]",012221122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18706,"[1, 1, 2, 2, 2, 1, 1, 2, 2]",112221122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18707,"[2, 1, 2, 2, 2, 1, 1, 2, 2]",212221122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18708,"[0, 2, 2, 2, 2, 1, 1, 2, 2]",022221122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18709,"[1, 2, 2, 2, 2, 1, 1, 2, 2]",122221122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18710,"[2, 2, 2, 2, 2, 1, 1, 2, 2]",222221122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18711,"[0, 0, 0, 0, 0, 2, 1, 2, 2]",000002122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18712,"[1, 0, 0, 0, 0, 2, 1, 2, 2]",100002122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18713,"[2, 0, 0, 0, 0, 2, 1, 2, 2]",200002122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18714,"[0, 1, 0, 0, 0, 2, 1, 2, 2]",010002122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18715,"[1, 1, 0, 0, 0, 2, 1, 2, 2]",110002122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18716,"[2, 1, 0, 0, 0, 2, 1, 2, 2]",210002122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18717,"[0, 2, 0, 0, 0, 2, 1, 2, 2]",020002122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18718,"[1, 2, 0, 0, 0, 2, 1, 2, 2]",120002122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18719,"[2, 2, 0, 0, 0, 2, 1, 2, 2]",220002122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18720,"[0, 0, 1, 0, 0, 2, 1, 2, 2]",001002122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18721,"[1, 0, 1, 0, 0, 2, 1, 2, 2]",101002122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18722,"[2, 0, 1, 0, 0, 2, 1, 2, 2]",201002122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18723,"[0, 1, 1, 0, 0, 2, 1, 2, 2]",011002122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18724,"[1, 1, 1, 0, 0, 2, 1, 2, 2]",111002122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18725,"[2, 1, 1, 0, 0, 2, 1, 2, 2]",211002122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18726,"[0, 2, 1, 0, 0, 2, 1, 2, 2]",021002122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18727,"[1, 2, 1, 0, 0, 2, 1, 2, 2]",121002122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18728,"[2, 2, 1, 0, 0, 2, 1, 2, 2]",221002122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18729,"[0, 0, 2, 0, 0, 2, 1, 2, 2]",002002122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18730,"[1, 0, 2, 0, 0, 2, 1, 2, 2]",102002122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18731,"[2, 0, 2, 0, 0, 2, 1, 2, 2]",202002122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18732,"[0, 1, 2, 0, 0, 2, 1, 2, 2]",012002122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18733,"[1, 1, 2, 0, 0, 2, 1, 2, 2]",112002122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18734,"[2, 1, 2, 0, 0, 2, 1, 2, 2]",212002122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18735,"[0, 2, 2, 0, 0, 2, 1, 2, 2]",022002122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18736,"[1, 2, 2, 0, 0, 2, 1, 2, 2]",122002122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18737,"[2, 2, 2, 0, 0, 2, 1, 2, 2]",222002122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18738,"[0, 0, 0, 1, 0, 2, 1, 2, 2]",000102122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18739,"[1, 0, 0, 1, 0, 2, 1, 2, 2]",100102122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18740,"[2, 0, 0, 1, 0, 2, 1, 2, 2]",200102122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18741,"[0, 1, 0, 1, 0, 2, 1, 2, 2]",010102122,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18742,"[1, 1, 0, 1, 0, 2, 1, 2, 2]",110102122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18743,"[2, 1, 0, 1, 0, 2, 1, 2, 2]",210102122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18744,"[0, 2, 0, 1, 0, 2, 1, 2, 2]",020102122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18745,"[1, 2, 0, 1, 0, 2, 1, 2, 2]",120102122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18746,"[2, 2, 0, 1, 0, 2, 1, 2, 2]",220102122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18747,"[0, 0, 1, 1, 0, 2, 1, 2, 2]",001102122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18748,"[1, 0, 1, 1, 0, 2, 1, 2, 2]",101102122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18749,"[2, 0, 1, 1, 0, 2, 1, 2, 2]",201102122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18750,"[0, 1, 1, 1, 0, 2, 1, 2, 2]",011102122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18751,"[1, 1, 1, 1, 0, 2, 1, 2, 2]",111102122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18752,"[2, 1, 1, 1, 0, 2, 1, 2, 2]",211102122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18753,"[0, 2, 1, 1, 0, 2, 1, 2, 2]",021102122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18754,"[1, 2, 1, 1, 0, 2, 1, 2, 2]",121102122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18755,"[2, 2, 1, 1, 0, 2, 1, 2, 2]",221102122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18756,"[0, 0, 2, 1, 0, 2, 1, 2, 2]",002102122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18757,"[1, 0, 2, 1, 0, 2, 1, 2, 2]",102102122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18758,"[2, 0, 2, 1, 0, 2, 1, 2, 2]",202102122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18759,"[0, 1, 2, 1, 0, 2, 1, 2, 2]",012102122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18760,"[1, 1, 2, 1, 0, 2, 1, 2, 2]",112102122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18761,"[2, 1, 2, 1, 0, 2, 1, 2, 2]",212102122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18762,"[0, 2, 2, 1, 0, 2, 1, 2, 2]",022102122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18763,"[1, 2, 2, 1, 0, 2, 1, 2, 2]",122102122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18764,"[2, 2, 2, 1, 0, 2, 1, 2, 2]",222102122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18765,"[0, 0, 0, 2, 0, 2, 1, 2, 2]",000202122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18766,"[1, 0, 0, 2, 0, 2, 1, 2, 2]",100202122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18767,"[2, 0, 0, 2, 0, 2, 1, 2, 2]",200202122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18768,"[0, 1, 0, 2, 0, 2, 1, 2, 2]",010202122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18769,"[1, 1, 0, 2, 0, 2, 1, 2, 2]",110202122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18770,"[2, 1, 0, 2, 0, 2, 1, 2, 2]",210202122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18771,"[0, 2, 0, 2, 0, 2, 1, 2, 2]",020202122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18772,"[1, 2, 0, 2, 0, 2, 1, 2, 2]",120202122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18773,"[2, 2, 0, 2, 0, 2, 1, 2, 2]",220202122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18774,"[0, 0, 1, 2, 0, 2, 1, 2, 2]",001202122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18775,"[1, 0, 1, 2, 0, 2, 1, 2, 2]",101202122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18776,"[2, 0, 1, 2, 0, 2, 1, 2, 2]",201202122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18777,"[0, 1, 1, 2, 0, 2, 1, 2, 2]",011202122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18778,"[1, 1, 1, 2, 0, 2, 1, 2, 2]",111202122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18779,"[2, 1, 1, 2, 0, 2, 1, 2, 2]",211202122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18780,"[0, 2, 1, 2, 0, 2, 1, 2, 2]",021202122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18781,"[1, 2, 1, 2, 0, 2, 1, 2, 2]",121202122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18782,"[2, 2, 1, 2, 0, 2, 1, 2, 2]",221202122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18783,"[0, 0, 2, 2, 0, 2, 1, 2, 2]",002202122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18784,"[1, 0, 2, 2, 0, 2, 1, 2, 2]",102202122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18785,"[2, 0, 2, 2, 0, 2, 1, 2, 2]",202202122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18786,"[0, 1, 2, 2, 0, 2, 1, 2, 2]",012202122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18787,"[1, 1, 2, 2, 0, 2, 1, 2, 2]",112202122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18788,"[2, 1, 2, 2, 0, 2, 1, 2, 2]",212202122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18789,"[0, 2, 2, 2, 0, 2, 1, 2, 2]",022202122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18790,"[1, 2, 2, 2, 0, 2, 1, 2, 2]",122202122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18791,"[2, 2, 2, 2, 0, 2, 1, 2, 2]",222202122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18792,"[0, 0, 0, 0, 1, 2, 1, 2, 2]",000012122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18793,"[1, 0, 0, 0, 1, 2, 1, 2, 2]",100012122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18794,"[2, 0, 0, 0, 1, 2, 1, 2, 2]",200012122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18795,"[0, 1, 0, 0, 1, 2, 1, 2, 2]",010012122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18796,"[1, 1, 0, 0, 1, 2, 1, 2, 2]",110012122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18797,"[2, 1, 0, 0, 1, 2, 1, 2, 2]",210012122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
