,model_action,best_action_t_plus_1,mean_price
3395,H,B,0.882
3396,H,B,0.882
3397,H,B,0.882
3398,H,S,0.8809999999999999
3399,H,B,0.8809999999999999
3400,H,B,0.882
3401,H,B,0.882
3402,H,B,0.882
3403,H,S,0.8809999999999999
3404,H,B,0.8809999999999999
3405,H,B,0.8809999999999999
3406,H,B,0.8809999999999999
3407,H,B,0.882
3408,H,S,0.88
3409,H,S,0.877
3410,H,B,0.877
3411,H,B,0.877
3412,H,S,0.8759999999999999
3413,H,S,0.875
3414,H,B,0.8759999999999999
3415,H,B,0.8759999999999999
3416,H,B,0.8759999999999999
3417,H,B,0.8759999999999999
3418,H,B,0.877
3419,H,B,0.877
3420,H,B,0.877
3421,H,B,0.877
3422,H,S,0.8759999999999999
3423,H,S,0.872
3424,H,B,0.873
3425,H,B,0.8740000000000001
3426,H,B,0.8740000000000001
3427,H,B,0.8740000000000001
3428,H,B,0.8740000000000001
3429,H,B,0.8740000000000001
3430,H,S,0.873
3431,H,B,0.873
3432,H,B,0.8740000000000001
3433,H,B,0.8740000000000001
3434,H,S,0.873
3435,H,B,0.873
3436,H,B,0.873
3437,H,B,0.873
3438,H,B,0.873
3439,H,B,0.873
3440,H,B,0.8740000000000001
3441,H,B,0.875
3442,H,B,0.875
3443,H,S,0.8740000000000001
3444,H,S,0.873
3445,H,B,0.873
3446,H,B,0.8740000000000001
3447,H,S,0.873
3448,H,B,0.8740000000000001
3449,H,B,0.8740000000000001
3450,H,S,0.873
3451,H,B,0.873
3452,H,B,0.873
3453,H,B,0.8740000000000001
3454,H,B,0.8740000000000001
3455,H,B,0.8740000000000001
3456,H,B,0.8740000000000001
3457,H,S,0.873
3458,H,B,0.873
3459,H,B,0.873
3460,H,S,0.872
3461,H,B,0.872
3462,H,S,0.871
3463,H,S,0.867
3464,H,B,0.872
3465,H,B,0.8740000000000001
3466,H,B,0.8759999999999999
3467,H,S,0.875
3468,H,B,0.877
3469,H,B,0.878
3470,H,S,0.877
3471,H,B,0.878
3472,H,B,0.878
3473,H,S,0.8759999999999999
3474,H,B,0.8759999999999999
3475,H,S,0.875
3476,H,B,0.8759999999999999
3477,H,B,0.8759999999999999
3478,H,B,0.8759999999999999
3479,H,B,0.877
3480,H,B,0.879
3481,H,S,0.878
3482,H,S,0.877
3483,H,S,0.8759999999999999
3484,H,B,0.877
3485,H,S,0.8759999999999999
3486,H,B,0.8759999999999999
3487,H,B,0.8759999999999999
3488,H,B,0.8759999999999999
3489,H,B,0.8759999999999999
3490,H,B,0.8759999999999999
3491,H,B,0.8759999999999999
3492,H,S,0.875
3493,H,B,0.877
3494,H,B,0.879
3495,H,B,0.8859999999999999
3496,H,B,0.8859999999999999
3497,H,B,0.887
3498,H,S,0.885
3499,H,B,0.885
3500,H,B,0.885
3501,H,B,0.8859999999999999
3502,H,B,0.8859999999999999
3503,H,S,0.885
3504,H,B,0.885
3505,H,B,0.8859999999999999
3506,H,S,0.885
3507,H,B,0.885
3508,H,B,0.8859999999999999
3509,H,S,0.885
3510,H,B,0.885
3511,H,B,0.885
3512,H,B,0.885
3513,H,S,0.884
3514,H,B,0.8859999999999999
3515,H,B,0.8859999999999999
3516,H,S,0.885
3517,H,B,0.888
3518,H,B,0.89
3519,H,S,0.889
3520,H,S,0.888
3521,H,B,0.888
3522,H,B,0.889
3523,H,S,0.888
3524,H,B,0.889
3525,H,B,0.89
3526,H,B,0.8909999999999999
3527,H,B,0.892
3528,H,B,0.894
3529,H,B,0.8959999999999999
3530,H,B,0.8959999999999999
3531,H,S,0.894
3532,H,B,0.895
3533,H,B,0.895
3534,H,B,0.895
3535,H,B,0.895
3536,H,B,0.895
3537,H,S,0.894
3538,H,S,0.893
3539,H,S,0.892
3540,H,S,0.8909999999999999
3541,H,S,0.89
3542,H,B,0.892
3543,H,B,0.892
3544,H,S,0.8909999999999999
3545,H,B,0.8909999999999999
3546,H,B,0.8909999999999999
3547,H,B,0.8909999999999999
3548,H,B,0.892
3549,H,B,0.892
3550,H,B,0.892
3551,H,B,0.892
3552,H,S,0.8909999999999999
3553,H,B,0.892
3554,H,B,0.893
3555,H,B,0.897
3556,H,S,0.8959999999999999
3557,H,B,0.897
3558,H,B,0.898
3559,H,S,0.8959999999999999
3560,H,S,0.895
3561,H,S,0.894
3562,H,B,0.894
3563,H,B,0.895
3564,H,S,0.893
3565,H,S,0.89
3566,H,B,0.8909999999999999
3567,H,B,0.8909999999999999
3568,H,B,0.892
3569,H,B,0.893
3570,H,B,0.893
3571,H,B,0.893
3572,H,S,0.892
3573,H,B,0.893
3574,H,S,0.892
3575,H,B,0.892
3576,H,B,0.892
3577,H,S,0.8909999999999999
3578,H,B,0.892
3579,H,S,0.8909999999999999
3580,H,B,0.8909999999999999
3581,H,B,0.892
3582,H,B,0.892
3583,H,S,0.8909999999999999
3584,H,B,0.8909999999999999
3585,H,B,0.892
3586,H,B,0.893
3587,H,B,0.893
3588,H,B,0.894
3589,H,S,0.893
3590,H,B,0.893
3591,H,B,0.893
3592,H,S,0.8909999999999999
3597,H,B,0.8909999999999999
3598,H,B,0.893
3599,H,B,0.893
3600,H,B,0.895
3601,H,S,0.894
3602,H,S,0.893
3603,H,B,0.893
3604,H,S,0.8909999999999999
3605,H,B,0.8909999999999999
3606,H,B,0.892
3607,H,B,0.894
3608,H,B,0.895
3609,H,S,0.894
3610,H,S,0.892
3611,H,B,0.892
3612,H,B,0.893
3613,H,B,0.893
3614,H,B,0.894
3615,H,B,0.894
3616,H,S,0.893
3617,H,B,0.893
3618,H,B,0.894
3619,H,B,0.894
3620,H,B,0.894
3623,H,B,0.894
3624,H,B,0.894
3628,H,S,0.8909999999999999
3629,H,B,0.8909999999999999
3630,H,B,0.893
3631,H,B,0.893
3632,H,B,0.893
3633,H,S,0.892
3634,H,B,0.893
3635,H,B,0.893
3636,H,S,0.892
3637,H,B,0.892
3638,H,B,0.893
3639,H,B,0.894
3640,H,S,0.893
3641,H,S,0.892
3642,H,B,0.893
3643,H,S,0.8909999999999999
3644,H,B,0.892
3645,H,B,0.892
3646,H,B,0.894
3647,H,B,0.894
3648,H,B,0.894
3649,H,B,0.897
3650,H,B,0.897
3651,H,S,0.8959999999999999
3652,H,B,0.8959999999999999
3653,H,B,0.897
3654,H,B,0.897
3655,H,S,0.8959999999999999
3656,H,B,0.8959999999999999
3657,H,S,0.895
3658,H,S,0.894
3659,H,S,0.893
3660,H,B,0.894
3661,H,S,0.893
3662,H,B,0.894
3663,H,B,0.895
3664,H,B,0.8959999999999999
3665,H,S,0.895
3666,H,S,0.894
3667,H,B,0.894
3668,H,B,0.894
3669,H,B,0.895
3670,H,B,0.8959999999999999
3671,H,B,0.8959999999999999
3672,H,S,0.894
3673,H,B,0.895
3674,H,B,0.8959999999999999
3675,H,S,0.895
3676,H,B,0.8959999999999999
3677,H,B,0.8959999999999999
3678,H,B,0.897
3679,H,S,0.8959999999999999
3680,H,B,0.897
3681,H,B,0.897
3682,H,B,0.897
3683,H,B,0.897
3684,H,B,0.898
3685,H,S,0.8959999999999999
3686,H,B,0.897
3687,H,B,0.897
3688,H,B,0.897
3689,H,B,0.897
3690,H,B,0.898
3691,H,B,0.9059999999999999
3692,H,S,0.905
3693,H,S,0.904
3694,H,B,0.905
3695,H,B,0.9059999999999999
3696,H,B,0.9059999999999999
3697,H,S,0.904
3698,H,B,0.904
3699,H,S,0.902
3700,H,B,0.903
3701,H,B,0.903
3702,H,B,0.903
3703,H,B,0.903
3704,H,B,0.904
3705,H,B,0.904
3706,H,B,0.904
3707,H,B,0.904
3708,H,B,0.904
3709,H,B,0.904
3710,H,B,0.905
3711,H,B,0.9059999999999999
3712,H,B,0.9059999999999999
3713,H,B,0.9059999999999999
3714,H,S,0.905
3715,H,B,0.905
3716,H,B,0.905
3717,H,S,0.904
3718,H,B,0.905
3719,H,B,0.905
3720,H,B,0.9059999999999999
3721,H,B,0.907
3722,H,B,0.9079999999999999
3723,H,S,0.9059999999999999
3724,H,S,0.905
3725,H,S,0.904
3726,H,B,0.905
3727,H,S,0.903
3728,H,S,0.902
3729,H,B,0.903
3730,H,B,0.903
3731,H,S,0.902
3732,H,B,0.903
3733,H,S,0.9009999999999999
3734,H,B,0.902
3735,H,S,0.9009999999999999
3736,H,S,0.9
3737,H,S,0.899
3738,H,B,0.9
3739,H,S,0.899
3740,H,B,0.899
3741,H,S,0.898
3742,H,B,0.9
3743,H,S,0.899
3744,H,S,0.898
3745,H,B,0.899
3746,H,S,0.898
3747,H,B,0.898
3748,H,B,0.899
3749,H,B,0.899
3750,H,B,0.9
3751,H,B,0.9009999999999999
3752,H,B,0.9009999999999999
3753,H,B,0.902
3754,H,B,0.902
3755,H,B,0.902
3756,H,B,0.902
3757,H,B,0.902
3758,H,B,0.902
3759,H,B,0.902
3760,H,B,0.902
3761,H,B,0.902
3762,H,S,0.9009999999999999
3763,H,B,0.902
3764,H,S,0.9
3765,H,B,0.9009999999999999
3766,H,B,0.902
3767,H,B,0.902
3768,H,B,0.902
3769,H,B,0.903
3770,H,B,0.903
3771,H,B,0.903
3772,H,B,0.904
3773,H,S,0.903
3774,H,B,0.903
3775,H,B,0.903
3776,H,S,0.902
3777,H,S,0.9009999999999999
3778,H,B,0.9009999999999999
3779,H,S,0.898
3780,H,S,0.892
3781,H,S,0.887
3782,H,B,0.889
3783,H,B,0.889
3784,H,B,0.89
3785,H,S,0.889
3786,H,B,0.889
3787,H,B,0.8909999999999999
3788,H,B,0.8909999999999999
3789,H,S,0.889
3790,H,B,0.889
3791,H,B,0.889
3792,H,B,0.889
3793,H,B,0.89
3794,H,B,0.89
3795,H,B,0.89
